,Grupo de edad,Sexo,Fecha,Contagios
1321,60 - 64 años,F,2020-05-06,480
1322,65 - 69 años,F,2020-05-06,351
1323,70 - 74 años,F,2020-05-06,274
1324,75 - 79 años,F,2020-05-06,203
1325,80 y más años,F,2020-05-06,377
1326,00 - 04 años,M,2020-05-08,277
1327,05 - 09 años,M,2020-05-08,194
1328,10 - 14 años,M,2020-05-08,247
1329,15 - 19 años,M,2020-05-08,370
1330,20 - 24 años,M,2020-05-08,1045
1331,25 - 29 años,M,2020-05-08,1747
1332,30 - 34 años,M,2020-05-08,1807
1333,35 - 39 años,M,2020-05-08,1506
1334,40 - 44 años,M,2020-05-08,1272
1335,45 - 49 años,M,2020-05-08,1177
1336,50 - 54 años,M,2020-05-08,1082
1337,55 - 59 años,M,2020-05-08,956
1338,60 - 64 años,M,2020-05-08,716
1339,65 - 69 años,M,2020-05-08,468
1340,70 - 74 años,M,2020-05-08,296
1341,75 - 79 años,M,2020-05-08,225
1342,80 y más años,M,2020-05-08,269
1343,00 - 04 años,F,2020-05-08,275
1344,05 - 09 años,F,2020-05-08,194
1345,10 - 14 años,F,2020-05-08,255
1346,15 - 19 años,F,2020-05-08,432
1347,20 - 24 años,F,2020-05-08,979
1348,25 - 29 años,F,2020-05-08,1615
1349,30 - 34 años,F,2020-05-08,1539
1350,35 - 39 años,F,2020-05-08,1268
1351,40 - 44 años,F,2020-05-08,1119
1352,45 - 49 años,F,2020-05-08,988
1353,50 - 54 años,F,2020-05-08,902
1354,55 - 59 años,F,2020-05-08,828
1355,60 - 64 años,F,2020-05-08,555
1356,65 - 69 años,F,2020-05-08,399
1357,70 - 74 años,F,2020-05-08,300
1358,75 - 79 años,F,2020-05-08,231
1359,80 y más años,F,2020-05-08,419
1360,00 - 04 años,M,2020-05-11,334
1361,05 - 09 años,M,2020-05-11,244
1362,10 - 14 años,M,2020-05-11,294
1363,15 - 19 años,M,2020-05-11,453
1364,20 - 24 años,M,2020-05-11,1219
1365,25 - 29 años,M,2020-05-11,2058
1366,30 - 34 años,M,2020-05-11,2102
1367,35 - 39 años,M,2020-05-11,1766
1368,40 - 44 años,M,2020-05-11,1481
1369,45 - 49 años,M,2020-05-11,1357
1370,50 - 54 años,M,2020-05-11,1242
1371,55 - 59 años,M,2020-05-11,1115
1372,60 - 64 años,M,2020-05-11,840
1373,65 - 69 años,M,2020-05-11,530
1374,70 - 74 años,M,2020-05-11,355
1375,75 - 79 años,M,2020-05-11,255
1376,80 y más años,M,2020-05-11,304
1377,00 - 04 años,F,2020-05-11,321
1378,05 - 09 años,F,2020-05-11,231
1379,10 - 14 años,F,2020-05-11,300
1380,15 - 19 años,F,2020-05-11,490
1381,20 - 24 años,F,2020-05-11,1155
1382,25 - 29 años,F,2020-05-11,1854
1383,30 - 34 años,F,2020-05-11,1773
1384,35 - 39 años,F,2020-05-11,1453
1385,40 - 44 años,F,2020-05-11,1247
1386,45 - 49 años,F,2020-05-11,1134
1387,50 - 54 años,F,2020-05-11,1012
1388,55 - 59 años,F,2020-05-11,945
1389,60 - 64 años,F,2020-05-11,650
1390,65 - 69 años,F,2020-05-11,450
1391,70 - 74 años,F,2020-05-11,340
1392,75 - 79 años,F,2020-05-11,258
1393,80 y más años,F,2020-05-11,485
1394,00 - 04 años,M,2020-05-15,468
1395,05 - 09 años,M,2020-05-15,347
1396,10 - 14 años,M,2020-05-15,412
1397,15 - 19 años,M,2020-05-15,626
1398,20 - 24 años,M,2020-05-15,1583
1399,25 - 29 años,M,2020-05-15,2692
1400,30 - 34 años,M,2020-05-15,2820
1401,35 - 39 años,M,2020-05-15,2325
1402,40 - 44 años,M,2020-05-15,1947
1403,45 - 49 años,M,2020-05-15,1791
1404,50 - 54 años,M,2020-05-15,1638
1405,55 - 59 años,M,2020-05-15,1460
1406,60 - 64 años,M,2020-05-15,1090
1407,65 - 69 años,M,2020-05-15,663
1408,70 - 74 años,M,2020-05-15,445
1409,75 - 79 años,M,2020-05-15,321
1410,80 y más años,M,2020-05-15,382
1411,00 - 04 años,F,2020-05-15,440
1412,05 - 09 años,F,2020-05-15,333
1413,10 - 14 años,F,2020-05-15,403
1414,15 - 19 años,F,2020-05-15,659
1415,20 - 24 años,F,2020-05-15,1483
1416,25 - 29 años,F,2020-05-15,2503
1417,30 - 34 años,F,2020-05-15,2328
1418,35 - 39 años,F,2020-05-15,1884
1419,40 - 44 años,F,2020-05-15,1597
1420,45 - 49 años,F,2020-05-15,1486
1421,50 - 54 años,F,2020-05-15,1340
1422,55 - 59 años,F,2020-05-15,1236
1423,60 - 64 años,F,2020-05-15,867
1424,65 - 69 años,F,2020-05-15,570
1425,70 - 74 años,F,2020-05-15,446
1426,75 - 79 años,F,2020-05-15,329
1427,80 y más años,F,2020-05-15,597
1428,00 - 04 años,M,2020-05-18,543
1429,05 - 09 años,M,2020-05-18,410
1430,10 - 14 años,M,2020-05-18,490
1431,15 - 19 años,M,2020-05-18,743
1432,20 - 24 años,M,2020-05-18,1864
1433,25 - 29 años,M,2020-05-18,3118
1434,30 - 34 años,M,2020-05-18,3258
1435,35 - 39 años,M,2020-05-18,2697
1436,40 - 44 años,M,2020-05-18,2259
1437,45 - 49 años,M,2020-05-18,2101
1438,50 - 54 años,M,2020-05-18,1918
1439,55 - 59 años,M,2020-05-18,1710
1440,60 - 64 años,M,2020-05-18,1305
1441,65 - 69 años,M,2020-05-18,772
1442,70 - 74 años,M,2020-05-18,534
1443,75 - 79 años,M,2020-05-18,371
1444,80 y más años,M,2020-05-18,430
1445,00 - 04 años,F,2020-05-18,522
1446,05 - 09 años,F,2020-05-18,408
1447,10 - 14 años,F,2020-05-18,451
1448,15 - 19 años,F,2020-05-18,781
1449,20 - 24 años,F,2020-05-18,1735
1450,25 - 29 años,F,2020-05-18,2956
1451,30 - 34 años,F,2020-05-18,2691
1452,35 - 39 años,F,2020-05-18,2163
1453,40 - 44 años,F,2020-05-18,1859
1454,45 - 49 años,F,2020-05-18,1734
1455,50 - 54 años,F,2020-05-18,1553
1456,55 - 59 años,F,2020-05-18,1443
1457,60 - 64 años,F,2020-05-18,1002
1458,65 - 69 años,F,2020-05-18,669
1459,70 - 74 años,F,2020-05-18,509
1460,75 - 79 años,F,2020-05-18,371
1461,80 y más años,F,2020-05-18,678
1462,00 - 04 años,M,2020-05-22,725
1463,05 - 09 años,M,2020-05-22,540
1464,10 - 14 años,M,2020-05-22,612
1465,15 - 19 años,M,2020-05-22,964
1466,20 - 24 años,M,2020-05-22,2487
1467,25 - 29 años,M,2020-05-22,4211
1468,30 - 34 años,M,2020-05-22,4409
1469,35 - 39 años,M,2020-05-22,3590
1470,40 - 44 años,M,2020-05-22,2963
1471,45 - 49 años,M,2020-05-22,2845
1472,50 - 54 años,M,2020-05-22,2643
1473,55 - 59 años,M,2020-05-22,2292
1474,60 - 64 años,M,2020-05-22,1748
1475,65 - 69 años,M,2020-05-22,1036
1476,70 - 74 años,M,2020-05-22,711
1477,75 - 79 años,M,2020-05-22,484
1478,80 y más años,M,2020-05-22,558
1479,00 - 04 años,F,2020-05-22,686
1480,05 - 09 años,F,2020-05-22,537
1481,10 - 14 años,F,2020-05-22,587
1482,15 - 19 años,F,2020-05-22,1016
1483,20 - 24 años,F,2020-05-22,2319
1484,25 - 29 años,F,2020-05-22,3931
1485,30 - 34 años,F,2020-05-22,3710
1486,35 - 39 años,F,2020-05-22,2924
1487,40 - 44 años,F,2020-05-22,2440
1488,45 - 49 años,F,2020-05-22,2426
1489,50 - 54 años,F,2020-05-22,2170
1490,55 - 59 años,F,2020-05-22,1973
1491,60 - 64 años,F,2020-05-22,1371
1492,65 - 69 años,F,2020-05-22,906
1493,70 - 74 años,F,2020-05-22,672
1494,75 - 79 años,F,2020-05-22,505
1495,80 y más años,F,2020-05-22,857
1496,00 - 04 años,M,2020-05-25,866
1497,05 - 09 años,M,2020-05-25,631
1498,10 - 14 años,M,2020-05-25,714
1499,15 - 19 años,M,2020-05-25,1133
1500,20 - 24 años,M,2020-05-25,2967
1501,25 - 29 años,M,2020-05-25,4996
1502,30 - 34 años,M,2020-05-25,5229
1503,35 - 39 años,M,2020-05-25,4361
1504,40 - 44 años,M,2020-05-25,3598
1505,45 - 49 años,M,2020-05-25,3405
1506,50 - 54 años,M,2020-05-25,3157
1507,55 - 59 años,M,2020-05-25,2775
1508,60 - 64 años,M,2020-05-25,2079
1509,65 - 69 años,M,2020-05-25,1239
1510,70 - 74 años,M,2020-05-25,856
1511,75 - 79 años,M,2020-05-25,589
1512,80 y más años,M,2020-05-25,681
1513,00 - 04 años,F,2020-05-25,772
1514,05 - 09 años,F,2020-05-25,603
1515,10 - 14 años,F,2020-05-25,690
1516,15 - 19 años,F,2020-05-25,1228
1517,20 - 24 años,F,2020-05-25,2821
1518,25 - 29 años,F,2020-05-25,4645
1519,30 - 34 años,F,2020-05-25,4383
1520,35 - 39 años,F,2020-05-25,3551
1521,40 - 44 años,F,2020-05-25,2984
1522,45 - 49 años,F,2020-05-25,2951
1523,50 - 54 años,F,2020-05-25,2619
1524,55 - 59 años,F,2020-05-25,2381
1525,60 - 64 años,F,2020-05-25,1616
1526,65 - 69 años,F,2020-05-25,1087
1527,70 - 74 años,F,2020-05-25,785
1528,75 - 79 años,F,2020-05-25,592
1529,80 y más años,F,2020-05-25,1011
1530,00 - 04 años,M,2020-05-29,1028
1531,05 - 09 años,M,2020-05-29,742
1532,10 - 14 años,M,2020-05-29,840
1533,15 - 19 años,M,2020-05-29,1358
1534,20 - 24 años,M,2020-05-29,3644
1535,25 - 29 años,M,2020-05-29,6131
1536,30 - 34 años,M,2020-05-29,6393
1537,35 - 39 años,M,2020-05-29,5264
1538,40 - 44 años,M,2020-05-29,4336
1539,45 - 49 años,M,2020-05-29,4143
1540,50 - 54 años,M,2020-05-29,3837
1541,55 - 59 años,M,2020-05-29,3472
1542,60 - 64 años,M,2020-05-29,2610
1543,65 - 69 años,M,2020-05-29,1564
1544,70 - 74 años,M,2020-05-29,1082
1545,75 - 79 años,M,2020-05-29,757
1546,80 y más años,M,2020-05-29,844
1547,00 - 04 años,F,2020-05-29,933
1548,05 - 09 años,F,2020-05-29,709
1549,10 - 14 años,F,2020-05-29,825
1550,15 - 19 años,F,2020-05-29,1484
1551,20 - 24 años,F,2020-05-29,3454
1552,25 - 29 años,F,2020-05-29,5731
1553,30 - 34 años,F,2020-05-29,5399
1554,35 - 39 años,F,2020-05-29,4311
1555,40 - 44 años,F,2020-05-29,3574
1556,45 - 49 años,F,2020-05-29,3612
1557,50 - 54 años,F,2020-05-29,3276
1558,55 - 59 años,F,2020-05-29,2940
1559,60 - 64 años,F,2020-05-29,2025
1560,65 - 69 años,F,2020-05-29,1316
1561,70 - 74 años,F,2020-05-29,965
1562,75 - 79 años,F,2020-05-29,744
1563,80 y más años,F,2020-05-29,1291
1564,00 - 04 años,M,2020-06-01,1121
1565,05 - 09 años,M,2020-06-01,820
1566,10 - 14 años,M,2020-06-01,948
1567,15 - 19 años,M,2020-06-01,1552
1568,20 - 24 años,M,2020-06-01,4255
1569,25 - 29 años,M,2020-06-01,7069
1570,30 - 34 años,M,2020-06-01,7309
1571,35 - 39 años,M,2020-06-01,6016
1572,40 - 44 años,M,2020-06-01,5006
1573,45 - 49 años,M,2020-06-01,4790
1574,50 - 54 años,M,2020-06-01,4458
1575,55 - 59 años,M,2020-06-01,4083
1576,60 - 64 años,M,2020-06-01,3053
1577,65 - 69 años,M,2020-06-01,1829
1578,70 - 74 años,M,2020-06-01,1316
1579,75 - 79 años,M,2020-06-01,875
1580,80 y más años,M,2020-06-01,1001
1581,00 - 04 años,F,2020-06-01,1039
1582,05 - 09 años,F,2020-06-01,788
1583,10 - 14 años,F,2020-06-01,923
1584,15 - 19 años,F,2020-06-01,1754
1585,20 - 24 años,F,2020-06-01,4005
1586,25 - 29 años,F,2020-06-01,6687
1587,30 - 34 años,F,2020-06-01,6293
1588,35 - 39 años,F,2020-06-01,5000
1589,40 - 44 años,F,2020-06-01,4170
1590,45 - 49 años,F,2020-06-01,4184
1591,50 - 54 años,F,2020-06-01,3822
1592,55 - 59 años,F,2020-06-01,3454
1593,60 - 64 años,F,2020-06-01,2407
1594,65 - 69 años,F,2020-06-01,1547
1595,70 - 74 años,F,2020-06-01,1178
1596,75 - 79 años,F,2020-06-01,880
1597,80 y más años,F,2020-06-01,1525
1598,00 - 04 años,M,2020-06-05,1274
1599,05 - 09 años,M,2020-06-05,932
1600,10 - 14 años,M,2020-06-05,1078
1601,15 - 19 años,M,2020-06-05,1776
1602,20 - 24 años,M,2020-06-05,4908
1603,25 - 29 años,M,2020-06-05,8170
1604,30 - 34 años,M,2020-06-05,8491
1605,35 - 39 años,M,2020-06-05,7034
1606,40 - 44 años,M,2020-06-05,5810
1607,45 - 49 años,M,2020-06-05,5583
1608,50 - 54 años,M,2020-06-05,5240
1609,55 - 59 años,M,2020-06-05,4761
1610,60 - 64 años,M,2020-06-05,3580
1611,65 - 69 años,M,2020-06-05,2162
1612,70 - 74 años,M,2020-06-05,1553
1613,75 - 79 años,M,2020-06-05,1035
1614,80 y más años,M,2020-06-05,1189
1615,00 - 04 años,F,2020-06-05,1182
1616,05 - 09 años,F,2020-06-05,883
1617,10 - 14 años,F,2020-06-05,1051
1618,15 - 19 años,F,2020-06-05,2001
1619,20 - 24 años,F,2020-06-05,4684
1620,25 - 29 años,F,2020-06-05,7689
1621,30 - 34 años,F,2020-06-05,7348
1622,35 - 39 años,F,2020-06-05,5866
1623,40 - 44 años,F,2020-06-05,4844
1624,45 - 49 años,F,2020-06-05,4955
1625,50 - 54 años,F,2020-06-05,4492
1626,55 - 59 años,F,2020-06-05,4062
1627,60 - 64 años,F,2020-06-05,2815
1628,65 - 69 años,F,2020-06-05,1821
1629,70 - 74 años,F,2020-06-05,1406
1630,75 - 79 años,F,2020-06-05,1039
1631,80 y más años,F,2020-06-05,1781
1632,00 - 04 años,M,2020-06-08,1378
1633,05 - 09 años,M,2020-06-08,1009
1634,10 - 14 años,M,2020-06-08,1176
1635,15 - 19 años,M,2020-06-08,1976
1636,20 - 24 años,M,2020-06-08,5531
1637,25 - 29 años,M,2020-06-08,9264
1638,30 - 34 años,M,2020-06-08,9614
1639,35 - 39 años,M,2020-06-08,8000
1640,40 - 44 años,M,2020-06-08,6615
1641,45 - 49 años,M,2020-06-08,6348
1642,50 - 54 años,M,2020-06-08,5980
1643,55 - 59 años,M,2020-06-08,5436
1644,60 - 64 años,M,2020-06-08,4084
1645,65 - 69 años,M,2020-06-08,2481
1646,70 - 74 años,M,2020-06-08,1776
1647,75 - 79 años,M,2020-06-08,1200
1648,80 y más años,M,2020-06-08,1372
1649,00 - 04 años,F,2020-06-08,1246
1650,05 - 09 años,F,2020-06-08,948
1651,10 - 14 años,F,2020-06-08,1137
1652,15 - 19 años,F,2020-06-08,2185
1653,20 - 24 años,F,2020-06-08,5289
1654,25 - 29 años,F,2020-06-08,8710
1655,30 - 34 años,F,2020-06-08,8336
1656,35 - 39 años,F,2020-06-08,6646
1657,40 - 44 años,F,2020-06-08,5466
1658,45 - 49 años,F,2020-06-08,5666
1659,50 - 54 años,F,2020-06-08,5148
1660,55 - 59 años,F,2020-06-08,4661
1661,60 - 64 años,F,2020-06-08,3221
1662,65 - 69 años,F,2020-06-08,2094
1663,70 - 74 años,F,2020-06-08,1601
1664,75 - 79 años,F,2020-06-08,1194
1665,80 y más años,F,2020-06-08,2054
1666,00 - 04 años,M,2020-06-12,1535
1667,05 - 09 años,M,2020-06-12,1104
1668,10 - 14 años,M,2020-06-12,1315
1669,15 - 19 años,M,2020-06-12,2237
1670,20 - 24 años,M,2020-06-12,6381
1671,25 - 29 años,M,2020-06-12,10740
1672,30 - 34 años,M,2020-06-12,11057
1673,35 - 39 años,M,2020-06-12,9147
1674,40 - 44 años,M,2020-06-12,7586
1675,45 - 49 años,M,2020-06-12,7305
1676,50 - 54 años,M,2020-06-12,6926
1677,55 - 59 años,M,2020-06-12,6342
1678,60 - 64 años,M,2020-06-12,4786
1679,65 - 69 años,M,2020-06-12,2924
1680,70 - 74 años,M,2020-06-12,2086
1681,75 - 79 años,M,2020-06-12,1418
1682,80 y más años,M,2020-06-12,1659
1683,00 - 04 años,F,2020-06-12,1380
1684,05 - 09 años,F,2020-06-12,1050
1685,10 - 14 años,F,2020-06-12,1284
1686,15 - 19 años,F,2020-06-12,2480
1687,20 - 24 años,F,2020-06-12,6131
1688,25 - 29 años,F,2020-06-12,10131
1689,30 - 34 años,F,2020-06-12,9643
1690,35 - 39 años,F,2020-06-12,7682
1691,40 - 44 años,F,2020-06-12,6309
1692,45 - 49 años,F,2020-06-12,6567
1693,50 - 54 años,F,2020-06-12,6028
1694,55 - 59 años,F,2020-06-12,5460
1695,60 - 64 años,F,2020-06-12,3799
1696,65 - 69 años,F,2020-06-12,2502
1697,70 - 74 años,F,2020-06-12,1908
1698,75 - 79 años,F,2020-06-12,1415
1699,80 y más años,F,2020-06-12,2523
1700,00 - 04 años,M,2020-06-15,1651
1701,05 - 09 años,M,2020-06-15,1200
1702,10 - 14 años,M,2020-06-15,1420
1703,15 - 19 años,M,2020-06-15,2455
1704,20 - 24 años,M,2020-06-15,7089
1705,25 - 29 años,M,2020-06-15,11878
1706,30 - 34 años,M,2020-06-15,12240
1707,35 - 39 años,M,2020-06-15,10176
1708,40 - 44 años,M,2020-06-15,8427
1709,45 - 49 años,M,2020-06-15,8146
1710,50 - 54 años,M,2020-06-15,7772
1711,55 - 59 años,M,2020-06-15,7244
1712,60 - 64 años,M,2020-06-15,5378
1713,65 - 69 años,M,2020-06-15,3296
1714,70 - 74 años,M,2020-06-15,2353
1715,75 - 79 años,M,2020-06-15,1608
1716,80 y más años,M,2020-06-15,1868
1717,00 - 04 años,F,2020-06-15,1477
1718,05 - 09 años,F,2020-06-15,1124
1719,10 - 14 años,F,2020-06-15,1383
1720,15 - 19 años,F,2020-06-15,2715
1721,20 - 24 años,F,2020-06-15,6852
1722,25 - 29 años,F,2020-06-15,11231
1723,30 - 34 años,F,2020-06-15,10729
1724,35 - 39 años,F,2020-06-15,8522
1725,40 - 44 años,F,2020-06-15,7062
1726,45 - 49 años,F,2020-06-15,7373
1727,50 - 54 años,F,2020-06-15,6858
1728,55 - 59 años,F,2020-06-15,6175
1729,60 - 64 años,F,2020-06-15,4299
1730,65 - 69 años,F,2020-06-15,2807
1731,70 - 74 años,F,2020-06-15,2155
1732,75 - 79 años,F,2020-06-15,1621
1733,80 y más años,F,2020-06-15,2846
1734,00 - 04 años,M,2020-06-19,2058
1735,05 - 09 años,M,2020-06-19,1573
1736,10 - 14 años,M,2020-06-19,1851
1737,15 - 19 años,M,2020-06-19,3286
1738,20 - 24 años,M,2020-06-19,9355
1739,25 - 29 años,M,2020-06-19,15283
1740,30 - 34 años,M,2020-06-19,15456
1741,35 - 39 años,M,2020-06-19,12873
1742,40 - 44 años,M,2020-06-19,10562
1743,45 - 49 años,M,2020-06-19,10289
1744,50 - 54 años,M,2020-06-19,9839
1745,55 - 59 años,M,2020-06-19,9217
1746,60 - 64 años,M,2020-06-19,6764
1747,65 - 69 años,M,2020-06-19,4180
1748,70 - 74 años,M,2020-06-19,2948
1749,75 - 79 años,M,2020-06-19,2022
1750,80 y más años,M,2020-06-19,2334
1751,00 - 04 años,F,2020-06-19,1903
1752,05 - 09 años,F,2020-06-19,1483
1753,10 - 14 años,F,2020-06-19,1827
1754,15 - 19 años,F,2020-06-19,3718
1755,20 - 24 años,F,2020-06-19,9144
1756,25 - 29 años,F,2020-06-19,14731
1757,30 - 34 años,F,2020-06-19,13729
1758,35 - 39 años,F,2020-06-19,11028
1759,40 - 44 años,F,2020-06-19,9132
1760,45 - 49 años,F,2020-06-19,9685
1761,50 - 54 años,F,2020-06-19,8966
1762,55 - 59 años,F,2020-06-19,8106
1763,60 - 64 años,F,2020-06-19,5626
1764,65 - 69 años,F,2020-06-19,3680
1765,70 - 74 años,F,2020-06-19,2813
1766,75 - 79 años,F,2020-06-19,2122
1767,80 y más años,F,2020-06-19,3769
1768,00 - 04 años,M,2020-06-23,2302
1769,05 - 09 años,M,2020-06-23,1772
1770,10 - 14 años,M,2020-06-23,2054
1771,15 - 19 años,M,2020-06-23,3640
1772,20 - 24 años,M,2020-06-23,10344
1773,25 - 29 años,M,2020-06-23,16776
1774,30 - 34 años,M,2020-06-23,17023
1775,35 - 39 años,M,2020-06-23,14139
1776,40 - 44 años,M,2020-06-23,11641
1777,45 - 49 años,M,2020-06-23,11327
1778,50 - 54 años,M,2020-06-23,10867
1779,55 - 59 años,M,2020-06-23,10188
1780,60 - 64 años,M,2020-06-23,7494
1781,65 - 69 años,M,2020-06-23,4657
1782,70 - 74 años,M,2020-06-23,3232
1783,75 - 79 años,M,2020-06-23,2248
1784,80 y más años,M,2020-06-23,2613
1785,00 - 04 años,F,2020-06-23,2095
1786,05 - 09 años,F,2020-06-23,1657
1787,10 - 14 años,F,2020-06-23,2060
1788,15 - 19 años,F,2020-06-23,4117
1789,20 - 24 años,F,2020-06-23,10152
1790,25 - 29 años,F,2020-06-23,16213
1791,30 - 34 años,F,2020-06-23,15087
1792,35 - 39 años,F,2020-06-23,12097
1793,40 - 44 años,F,2020-06-23,10081
1794,45 - 49 años,F,2020-06-23,10661
1795,50 - 54 años,F,2020-06-23,9926
1796,55 - 59 años,F,2020-06-23,8959
1797,60 - 64 años,F,2020-06-23,6232
1798,65 - 69 años,F,2020-06-23,4074
1799,70 - 74 años,F,2020-06-23,3103
1800,75 - 79 años,F,2020-06-23,2339
1801,80 y más años,F,2020-06-23,4191
1802,00 - 04 años,M,2020-06-28,2565
1803,05 - 09 años,M,2020-06-28,1981
1804,10 - 14 años,M,2020-06-28,2307
1805,15 - 19 años,M,2020-06-28,4088
1806,20 - 24 años,M,2020-06-28,11420
1807,25 - 29 años,M,2020-06-28,18389
1808,30 - 34 años,M,2020-06-28,18717
1809,35 - 39 años,M,2020-06-28,15565
1810,40 - 44 años,M,2020-06-28,12870
1811,45 - 49 años,M,2020-06-28,12469
1812,50 - 54 años,M,2020-06-28,11944
1813,55 - 59 años,M,2020-06-28,11169
1814,60 - 64 años,M,2020-06-28,8304
1815,65 - 69 años,M,2020-06-28,5138
1816,70 - 74 años,M,2020-06-28,3591
1817,75 - 79 años,M,2020-06-28,2473
1818,80 y más años,M,2020-06-28,2904
1819,00 - 04 años,F,2020-06-28,2304
1820,05 - 09 años,F,2020-06-28,1868
1821,10 - 14 años,F,2020-06-28,2346
1822,15 - 19 años,F,2020-06-28,4627
1823,20 - 24 años,F,2020-06-28,11208
1824,25 - 29 años,F,2020-06-28,17766
1825,30 - 34 años,F,2020-06-28,16546
1826,35 - 39 años,F,2020-06-28,13271
1827,40 - 44 años,F,2020-06-28,11115
1828,45 - 49 años,F,2020-06-28,11658
1829,50 - 54 años,F,2020-06-28,10969
1830,55 - 59 años,F,2020-06-28,9876
1831,60 - 64 años,F,2020-06-28,6861
1832,65 - 69 años,F,2020-06-28,4506
1833,70 - 74 años,F,2020-06-28,3428
1834,75 - 79 años,F,2020-06-28,2575
1835,80 y más años,F,2020-06-28,4640
1836,00 - 04 años,M,2020-07-01,2673
1837,05 - 09 años,M,2020-07-01,2072
1838,10 - 14 años,M,2020-07-01,2367
1839,15 - 19 años,M,2020-07-01,4235
1840,20 - 24 años,M,2020-07-01,11824
1841,25 - 29 años,M,2020-07-01,19034
1842,30 - 34 años,M,2020-07-01,19378
1843,35 - 39 años,M,2020-07-01,16139
1844,40 - 44 años,M,2020-07-01,13351
1845,45 - 49 años,M,2020-07-01,12923
1846,50 - 54 años,M,2020-07-01,12376
1847,55 - 59 años,M,2020-07-01,11605
1848,60 - 64 años,M,2020-07-01,8618
1849,65 - 69 años,M,2020-07-01,5367
1850,70 - 74 años,M,2020-07-01,3764
1851,75 - 79 años,M,2020-07-01,2582
1852,80 y más años,M,2020-07-01,3028
1853,00 - 04 años,F,2020-07-01,2393
1854,05 - 09 años,F,2020-07-01,1953
